time,total_nodes,cloud_nodes,proxy_nodes,fog_nodes,end_nodes,other_nodes
12100,72,1,1,10,0,60
12150,72,1,1,10,0,60
12200,70,1,1,8,0,60
12250,70,1,1,8,0,60
12300,70,1,1,8,0,60
12350,70,1,1,8,0,60
12400,72,1,1,10,0,60
12450,72,1,1,10,0,60
12500,70,1,1,8,0,60
12550,70,1,1,8,0,60
12600,70,1,1,8,0,60
12650,70,1,1,8,0,60
12700,72,1,1,10,0,60
12750,72,1,1,10,0,60
12800,70,1,1,8,0,60
12850,70,1,1,8,0,60
12900,70,1,1,8,0,60
12950,70,1,1,8,0,60
13000,72,1,1,10,0,60
13050,72,1,1,10,0,60
13100,70,1,1,8,0,60
13150,70,1,1,8,0,60
13200,70,1,1,8,0,60
13250,70,1,1,8,0,60
13300,72,1,1,10,0,60
13350,72,1,1,10,0,60
13400,70,1,1,8,0,60
13450,70,1,1,8,0,60
13500,70,1,1,8,0,60
13550,70,1,1,8,0,60
